AirlineName,CabinType,OverallScore,Recommended,Review,sentence_count_period,proxy_label,vader_original_full,vader_original_sentence_avg,vader_adjusted_full,vader_adjusted_sentence_avg
Aegean Airlines,Economy Class,9.0,yes,"Very impressed with these Aegean Airlines flights. Comfortable, fairly modern planes. I liked the magazine holder at the back of the top of the seats (where the TV screen would be on other aircrafts). The toilet facilities were clean. The price of the flight was pretty cheap, 23 kilos of check in luggage was an additional 20 pounds, and the service was excellent. The first leg of the flight was 1 hour 40 mins - during that time you are provided with complimentary refreshments (including alcohol) after take off. You are then provided with a traditional Greek snack, 2 cheese pies and a fig bar, followed by further refreshments. The food was lovely and of a high standard. All the packaging is recyclable.  On the second leg we received the same excellent service and provided with a delicious tomato and pasta bake and fig bar. Also loved the simplicity of the meals and that they were vegetarian. Both ground and in-flight staff were polite, friendly and efficient. Great value for money.",13,positive,0.9941,0.5149692307692308,0.993,0.4745076923076923
Jet Airways,Economy Class,7.0,yes,"Return flight from Delhi to Singapore in February 2019, ground services could be better. A desperate attempt was made to make people a JPMiles member just after the check-in. The plane was an old Boeing 737-800 with an unfunctional IFE screen, you must connect to the wifi hotspot to access the entertainment section. Although it seemed easy but it requires an app to access on phones. The cabin crew was mechanical at their work, food quality could be improved.",5,positive,0.8074,0.25172,0.8074,0.25172
Singapore Airlines,Economy Class,6.0,yes,"We travelled from Singapore to Auckland in seats 41A and 41B with extra legroom. The seats were bulkhead and were okay. However, I have a complaint about passengers bringing on too much luggage as they call these seats last when you get on the plane. All the overhead lockers are full of other passengers bags - we had to put our luggage at least 6 compartments down from where we were sitting. A worry when I had all our passports etc in one of the bags as on take-off we could not have a bag near us and no seats to put it under. My major complaint is that as we were the first row after the Premium compartment and when meals etc were served they were served from the other end of the plane - we were last to be served. No offer of pre-dinner drinks (I had to get up and ask the crew after our meals were served). We had no choice in dinner we had what was left! Chicken! At breakfast the same happened all there was left was noodles and beef. I said to the crew I would like the scrambled egg please and he said it had all gone. I said I did not want noodles for breakfast so off he went and minutes later he brought scrambled egg dish. They forgot my husband and after 10 minutes they came with a breakfast meal. Why on earth do they give you a flash menu if they can't serve you what you want? All in all a disappointing flight I always put Singapore Airlines in high regards but not this time. Such a pity - maybe the crew were just overworked. I would recommend if there was no alternative.",14,unknown,-0.8043,-0.1212142857142857,-0.8718,-0.1339642857142857
Lufthansa,Economy Class,8.0,yes,Standard Lufthansa service from Munich to Tokyo - small space from forward seat recline. Toilets were not so clean at the beginning of the trip. Food variety not so wide. Two services for the whole trip of 11.5 hours and good movie selection. Small delay to take off however pilots caught up arrival time - reasonable for such a long trip.,6,positive,-0.3057,-0.05126666666666666,-0.1521,-0.028816666666666657
IndiGo,Economy Class,10.0,yes,Me and my wife were travelling to Bangalore from Goa on 8th May 6E 281. The check-in agent noticed my wife is pregnant and was very helpful. She changed us to more comfortable seats and offered to check-in our carry on luggage. We are very happy with this sweet gesture and is much appreciated.,4,positive,0.9515,0.478725,0.9421,0.42735
Southwest Airlines,Economy Class,10.0,yes,"The Customer Service Representative at Gate 25 whose name was Michelle was extremely helpful when we just barely arrived at the Gate in time for Boarding. She was quick, efficient, and personable and she got us aboard in time. I was duly impressed by her performance.",3,positive,0.8439,0.46416666666666667,0.8807,0.5219333333333335
Lufthansa,Business Class,6.0,yes,"All was pretty fine, apart from the fact that in the flight back, one of my suitcases was not loaded inside the airplane from FRA to AMS. It has been a month already and it is still sitting inside a warehouse in AMS. I know this because I put an Airtag inside of the suitcase and can track it. Lufthansa claims that ""they have been unable to contact the company that handles bags for them in Amsterdam because they don't answer phone or email"", which is untrue and makes it look even worse for LH. The lack of action and transparency is pretty frustrating. Other than that, the flight itself was good, the outdated C cabin is not very private but surprisingly comfortable, food was pretty good and crew was nice. Also in the outbound leg, the B748 was changed last minute to a B744, which was (at least for me) pretty nice because I had never flown in one. That said, my seat was not changed and I got to still sit in the upper deck. Many people were not so fortunate and this caused quite a bit of a commotion on ground.",9,unknown,0.9785,0.12334444444444445,0.9773,0.14782222222222222
Frontier Airlines,Premium Economy,10.0,yes,"Orlando to Cincinnati. Airports and airline staff differ from city to city. The Frontier staff members at Orlando International were exceptional. The previous flight arrived on time and our flight passengers were boarded efficiently and were waiting to push off. The flight was smooth and touched down to arrive at the gate ahead of schedule. The flight deck kept us informed of the necessary information. The cabin staff were excellent and very helpful. Frontier is a no frills airline transporting passengers to their destination as cheaply costwise and efficiently as possible. If I had wanted more of an airline I would have booked another airline. I can't speak about other flight crews, but I have to give the crew on this flight 5 stars. I will definitely fly with Frontier again. No major accidents in their history of transportation means something.",12,positive,0.8454,0.14365,0.8854,0.1917416666666667
Oman Air,Business Class,9.0,yes,"Just flew Oman Air Business class from Casablanca to Kuala Lumpur via Muscat and I was very impressed. Everything went absolutely smoothly, no delay, nothing ! Had a 13 hours transit lay-over in MCT and was offered a hotel room but prefered to stay in the wonderful lounge the attendants mostly Filipinos were extremely courteous and service friendly and even recognized me on my return flight and the place is so clean ! Great flights with very comfortable and private seating appreciated the old style Biz class on their A330 on the MCT-KUL route, not so private as on the 787 but very confy. Great choice and variety of food and drinks, the best soups I had ever had on a plane. Very friendly attendants. It was definitely a bargain and will try to repeat the experience in the very near future! Thank you Oman Air.",5,positive,0.997,0.7343400000000001,0.9958,0.6750400000000001
LAM Mozambique,Economy Class,5.0,yes,JNB-MPM new Embraer E190 airplane. The crew was kind and friendly food (snack) was very good for a short flight of 50 minutes. The space between chairs was very good.,3,unknown,0.9183,0.45380000000000004,0.855,0.4091
Air New Zealand,Economy Class,9.0,yes,Flight Perth - Auckland on 777-200. Very friendly lady at check in asked if I would like an aisle or window. Night flight went for the aisle also put me in a row that had an empty seat next to it. Works ticket very generous food portion including a warmed roll. Very pleased with that added touch. Water runs made quite frequently by the cabin staff. Seat back screens blurry plenty of legroom arrived at Auckland ahead of time everyone was off the plane quickly.,7,positive,0.9132,0.22794285714285717,0.8803,0.2028714285714286
