AirlineName,CabinType,OverallScore,Recommended,Review,sentence_count_period,proxy_label,vader_original_full,vader_original_sentence_avg,vader_adjusted_full,vader_adjusted_sentence_avg,vader_final_score,vader_final_label,vader_final_score_source,vader_final_threshold,dataset_label_recommended,dataset_label_rating,dataset_label_high_confidence,dataset_label_consistency
Virgin Atlantic,Business Class,7.0,no,Virgin Upper Class LHR-HK return. A340-600 in each direction. Only 9 people in Upper Class on the way out busier on the return. Crew good - the problems come from the seat and the Vera entertainment. The latter has a very small screen for this class (compared to say Austrian or Swiss) awful music selection (surprising) and generally feels old. The seating is awkward - shoulder light cannot illuminate the dinner table due to angle seat upright is narrow for anyone with broad shoulders and horizontal sleep impossible for the same reason. Gangways are small. The bar area is not workable with one more person in it. Overall disappointing whilst other airlines have progressed this has not in some time.,9,unknown,-0.4019,-0.0460555555555555,-0.128,-0.0189555555555555,-0.4019,negative,vader_original_full,0.05,negative,positive,unknown,conflict
South African Airways,Business Class,8.0,no,São Paulo to Perth via Johannesburg. The flight from São Paulo to Johannesburg was okay with good service. Entertainment is poor due to the size of the TV monitor. The second flight from Johannesburg to Perth could have been better. The flight attendants served dinner quickly and soon all the lights were off although there was a lot of turbulence. The entertainment is really poor and the cabin layout is not very modern.,6,unknown,0.701,0.1329666666666666,0.5927,0.0962666666666666,0.701,positive,vader_original_full,0.05,negative,positive,unknown,conflict
Southwest Airlines,Economy Class,9.0,no,"Chicago to Las Vegas. Our row was completely missed to get drink order. When the flight attendant came around to drop drinks/snacks off to other rows we asked for a drink. We got an eye roll from the flight attendant after our entire row was completely awake yet again missed in the drink order. The gentleman aside from myself and my boy friend as rudely spoken to accusing him of being asleep which he was not. My boy friend also got a drink and while the attendant did seem preoccupied with attending to other guests on the flight my boy friend gently reminded him we ordered drinks, which was followed by a rude comment and loud embarrassing response from the attendant on just how may people were on the flight and we had to wait. We would have not had said anything if he didn't seem completely dismissive with our request. I understand they are busy but the attendant's responsive was just rude. This was my first trip with southwestern and the flight started off fantastic with the attendant making jokes and my previous flight before the lay over was seamless and fantastic. This absolutely ruined my experience with Southwestern on how rude the attendant was.",10,unknown,-0.4215,-0.0613,0.6031,0.0055,-0.4215,negative,vader_original_full,0.05,negative,positive,unknown,conflict
Cathay Pacific Airways,Economy Class,7.0,no,"London to Sydney via Hong Kong on Boeing 777 and A330 aircraft. Both aircraft acceptable but only had small screens, film selection not good, no hot towels and only allowed one alcoholic pre dinner drink. Asked for a gin and tonic and a beer 330ml and was told I could only have one or the other. Food was okay but not up to Emirates of SIA. Cabin staff were courteous and responsive. Both flights were on time. Had to walk what seemed like miles in Hong Kong terminal to get from one flight to another, up and down about 5 or 6 escalators. Could some thought be given to having connecting flights which are being used by many passengers eg. London to Sydney leaving from gates which are not about 25 minutes walk away from each other?",9,unknown,0.9213,0.1271222222222222,0.8581,0.1002888888888889,0.9213,positive,vader_original_full,0.05,negative,positive,unknown,conflict
Royal Air Maroc,Economy Class,7.0,no,Montreal - Casablanca return on 767-300ER. Seat pitch was okay. Outbound the food and washroom cleanliness were okay. On the return however food and washroom cleanliness were far from good - and water wasn't offered during the flight (had to go to the galley when required). Ceiling-mounted TVs were not visible from our seating positions. Flights pretty much on time and no baggage issues.,6,unknown,0.7717,0.1905,0.7717,0.1905,0.7717,positive,vader_original_full,0.05,negative,positive,unknown,conflict
China Eastern Airlines,Business Class,7.0,no,"✅ , |  The cabin offers nice full flat seats. Cabin staff were correct. The amenity kit does not offer much. Pyjamas are offered which I appreciated. The seat is good to sleep in, with a thick duvet, that can double as mattress, as the cabin was very hot. The food was acceptable, but not on par with that offered on airlines like KLM, Air France or Korean. No choice of wines, the menu is just opened and you have to make a choice on the spot. The portions are small. The Chinese dish was nice however. No choice of wines, just a glass is given (wine was good though). Not asking if any more was desired etc. Dining is more a necessity than something to look forward to. The selection of movies was quite good. The maintenance of the cabin was poor, with loose seats or cover elements. A bit cheap. The business lounge in Shanghai is the worst I have ever seen in a large airport. In fact, there are many lounges with every couple of gates. Seats very uncomfortable, rather poor food, lots of noise, not nice to spend a long layover. China Eastern has lots to learn from its Skyteam peers, even simple things that do not cost money. For a good sleep on a long flight without long connection it is good value for money.",20,unknown,0.5959,0.08994,0.2867,0.083255,0.5959,positive,vader_original_full,0.05,negative,positive,unknown,conflict
Gol Transportes Aéreos,Economy Class,9.0,no,BeloHorizonte to Florianopolis via Sao Paulo. not charged for our excess baggage flights arrived on time. Juice and chips served for free. Very polite staff. A good no frills product. Only problem for foreigners is actually buying the flight over the net. We had to get our Brasilian friends to buy as we don't have a CPF number.,7,unknown,0.7424,0.1377714285714286,0.8217,0.1830142857142857,0.7424,positive,vader_original_full,0.05,negative,positive,unknown,conflict
Ukraine International,Economy Class,8.0,no,"Kiev to Vienna. Boarding in Kiev was via airbridge this time, not the usual 30-45 mins in bus. An old Boeing 737-500, however it was clean and compared to their Boeing 737NGs with generous legspace. Departure like schedule, arrival ahead. Onboard service is low-cost airline standard and pay for everything (eg: coffee approx 2 EUR). If every flight with UIA was like this I would recommend them.",6,unknown,0.9022,0.2648833333333333,0.872,0.2415666666666666,0.9022,positive,vader_original_full,0.05,negative,positive,unknown,conflict
Malaysia Airlines,Business Class,7.0,no,Flew KL-CDG with their A-380. On the flight to Paris the trip was mostly good. Staff were good with their service. Seat lie flat but a bit hard on the back. Lower feet portion has no problem. Food was ok Inflight entertainment was good. However on our return flight the toiletries is missing. Slippers were not given. Staff were attentive to our needs but you can see that quality of service is not there. Toilets are not being cleaned so you go in with wet floors. Some of the toilets are closed because the flush is not working. Not your typical business class service and comfort. So much lacking on this Airline.,13,unknown,0.9215,0.1224923076923076,0.9402,0.1323384615384615,0.9215,positive,vader_original_full,0.05,negative,positive,unknown,conflict
Air France,Economy Class,9.0,no,"Paris CDG to Dusseldorf. The plane was leased from WDL Aviation. Biggest plus was the leg room. The plane not being full added to the comfort, because the middle seat was free. Attentive crew pointed passengers to empty rows for more comfort. Apart from that we got a drink and a tasty snack. On time boarding but despite that we landed 10 mins late in DUS. Paid 58 euros. All in all a very good choice.",9,unknown,0.8265,0.1601555555555555,0.8476,0.1834,0.8265,positive,vader_original_full,0.05,negative,positive,unknown,conflict
Singapore Airlines,Economy Class,7.0,no,SQ285 from SIN to AKL. Despite a full flight service was good. Flight steward were attended to fulfil my request very soon after the bell was pressed. But disappointed over the ageing aircraft. SQ ticket price definitely not in the lower bracket but the 777-300 cabinet condition and facilities were just too old when comparing to other carriers.,5,unknown,0.004,-0.1052,0.0982,-0.0862199999999999,0.004,neutral,vader_original_full,0.05,negative,positive,unknown,conflict
